SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
TABLE|VTTK
TITLE|Data Browser: Table VTTK Select Entries        200
SBAR|Selection restricted to 200 hits
ALV|rows=200|cols=149
HDR|MANDT	TKNUM	VBTYP	SHTYP	TPLST	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	STERM	ABFER	ABWST	BFART	VSART	VSAVL	VSANL	LAUFK	VSBED	ROUTE	SIGNI	EXTI1	EXTI2	TPBEZ	STDIS	DTDIS	UZDIS	STREG	DPREG	UPREG	DAREG	UAREG	STLBG	DPLBG	UPLBG	DALBG	UALBG	STLAD	DPLEN	UPLEN	DALEN	UALEN	STABF	DPABF	UPABF	DTABF	UZABF	STTBG	DPTBG	UPTBG	DATBG	UATBG	STTEN	DPTEN	UPTEN	DATEN	UATEN	STTRG	TDLNR	TERNR	PKSTK	DTMEG	DTMEV	DISTZ	MEDST	FAHZT	GESZT	MEIZT	STAFO	FBSTA	FBGST	ARSTA	ARGST	STERM_DONE	VSE_FRK	KKALSM	SDABW	FRKRL	GESZTD	FAHZTD	GESZTDA	FAHZTDA	ROCPY_DONE	HANDLE	TSEGFL	TSEGTP	ADD01	ADD02	ADD03	ADD04	TEXT1	TEXT2	TEXT3	TEXT4	PROLI	DGTLOCK	DGMDDAT	CONT_DG	WARZTD	WARZTDA	AULWE	TNDRST	TNDRRC	TNDR_TEXT	TNDRDAT	TNDRZET	TNDR_MAXP	TNDR_MAXC	TNDR_ACTP	TNDR_ACTC	TNDR_CARR	TNDR_CRNM	TNDR_TRKID	TNDR_EXPD	TNDR_EXPT	TNDR_ERPD	TNDR_ERPT	TNDR_LTPD	TNDR_LTPT	TNDR_ERDD	TNDR_ERDT	TNDR_LTDD	TNDR_LTDT	TNDR_LDLG	TNDR_LDLU	KZHULFR	ALLOWED_TWGT	VLSTK	VERURSYS	CM_IDENT	CM_SEQUENCE	EXT_FREIGHT_ORD	EXT_TM_SYS	/BEV1/RPFAR1	/BEV1/RPFAR2	/BEV1/RPMOWA	/BEV1/RPANHAE	/BEV1/RPFLGNR	/VSO/R_STATUS	ZZVEHICLE_NO	ZZDRIVER_NO	ZZDRIVER_NAME	ZZGROSS_WT	ZZNET_WT	ZZTARE_WT	ZZLR_GR_NO	ZZDRIVERMOB	ZZLR_GR_DATE	
ROW166|700	9102256814	8	YZ01	4440	SCLADMIN	31.03.2026	12:40:30			00:00:00	1	1	1	1	01			4		E55455					X	31.03.2026	12:40:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:40:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	nqCtqNQw7z6BcXPirQb6bm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		KA22AB0034			0.000	0.000	0.000				
ROW167|700	9102256815	8	YZ01	5038	SCLADMIN	31.03.2026	12:40:30			00:00:00	1	1	1	1	01			4		E10812					X	31.03.2026	12:40:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:40:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	12	KM									X					0	2800	0	0	X	nqCtqNQw7z6BcXPnfGT6dG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR71J2228			0.000	0.000	0.000				
ROW168|700	9102256816	8	YZ01	5038	SCLADMIN	31.03.2026	12:40:30			00:00:00	1	1	1	1	01			4		E10812					X	31.03.2026	12:40:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:40:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	12	KM									X					0	2800	0	0	X	nqCtqNQw7z6BcXPxcgh6hG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR02AN7666			0.000	0.000	0.000				
ROW169|700	9102256817	8	YZ01	5190	SCLADMIN	31.03.2026	12:40:31			00:00:00	1	1	1	1	01			4		E18407					X	31.03.2026	12:40:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:40:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	11	KM									X					0	2600	0	0	X	nqCtqNQw7z6BcXQ3Xhg6jG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP80BT2127			0.000	0.000	0.000				
ROW170|700	9102256838	8	YZ01	4349	SCLADMIN	31.03.2026	12:50:30			00:00:00	1	1	1	1	01			4		E23240					X	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	5	KM									X					0	1200	0	0	X	nqCtqNQw7z6BcaCjkE9LyW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		TS07UK4242			0.000	0.000	0.000				
ROW171|700	9102256839	8	YZ01	5176	SCLADMIN	31.03.2026	12:50:30			00:00:00	1	1	1	1	01			4		E08632					X	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	58	KM									X					0	21900	0	0	X	nqCtqNQw7z6BcaCnYc9L{m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		PB03BE6423			0.000	0.000	0.000				
ROW172|700	9102256840	8	YZ01	8060	SCLADMIN	31.03.2026	12:50:31			00:00:00	1	1	1	1	01			4		E46922					X	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	58	KM									X					0	21900	0	0	X	nqCtqNQw7z6BcaCrFkAL}G		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB37C2215			0.000	0.000	0.000				
ROW173|700	9102256850	8	YZ01	3809	SCLADMIN	31.03.2026	12:50:30			00:00:00	1	1	1	1	01			4		E57001					X	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	Y}BlgXPD7z6BcaCk3o0NjW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR22J7277			0.000	0.000	0.000				
ROW174|700	9102256856	8	YZ01	8016	SCLADMIN	31.03.2026	12:50:30			00:00:00	1	1	1	1	01			4		E40882					X	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	42	KM									X					0	40000	0	0	X	3V2DFZPl7z6BcaCWmsFG1G		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR38M8127			0.000	0.000	0.000				
ROW175|700	9102256857	8	YZ01	6837	SCLADMIN	31.03.2026	12:50:31			00:00:00	1	1	1	1	01			4		E35303					X	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	40000	0	0	X	3V2DFZPl7z6BcaCprWCG4G		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		DL01LAL1425			0.000	0.000	0.000				
ROW176|700	9102256858	8	YZ01	5928	SCLADMIN	31.03.2026	12:50:31			00:00:00	1	1	1	1	01			4		E19551					X	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	39	KM									X					0	13300	0	0	X	3V2DFZPl7z6BcaCprcnG4W		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP20AT4103			0.000	0.000	0.000				
ROW177|700	9102256867	8	YZ01	4550	SCLADMIN	31.03.2026	12:50:30			00:00:00	1	1	1	1	01			4		E16806					X	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	8	KM									X					0	1900	0	0	X	2vgI6G5N7{6BcaCfWwiFaG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP24AT7885			0.000	0.000	0.000				
ROW178|700	9102256868	8	YZ01	5190	SCLADMIN	31.03.2026	12:50:30			00:00:00	1	1	1	1	01			4		E18407					X	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	11	KM									X					0	2600	0	0	X	2vgI6G5N7{6BcaCfWpHFa0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP80AD9912			0.000	0.000	0.000				
ROW179|700	9102256871	8	YZ01	5217	SCLADMIN	31.03.2026	12:50:31			00:00:00	1	1	1	1	01			4		E27164					X	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	35	KM									X					0	12400	0	0	X	Y}BlgXPD7z6BcaCk3J9NiG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR01GL2199			0.000	0.000	0.000				
ROW180|700	9102256872	8	YZ01	3809	SCLADMIN	31.03.2026	12:50:31			00:00:00	1	1	1	1	01			4		E57001					X	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	Y}BlgXPD7z6BcaCk36pNhm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR22N0571			0.000	0.000	0.000				
ROW181|700	9102256873	8	YZ01	5290	SCLADMIN	31.03.2026	12:50:31			00:00:00	1	1	1	1	01			4		S47134					X	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	3	KM									X					0	700	0	0	X	Y}BlgXPD7z6BcaCk3C7Ni0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25Z0887			0.000	0.000	0.000				
ROW182|700	9102256890	8	YZ01	8060	SCLADMIN	31.03.2026	13:00:29			00:00:00	1	1	1	1	01			4		E46922					X	31.03.2026	13:00:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	58	KM									X					0	21900	0	0	X	nqCtqNQw7{6Bcc}B3yZ7BW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB37C2215			0.000	0.000	0.000				
ROW183|700	9102256891	8	YZ01	5288	SCLADMIN	31.03.2026	12:50:31			00:00:00	1	1	1	1	01			4		E18838					X	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	46	KM									X					0	15000	0	0	X	2vgI6G5N7{6BcaC{BACFdG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP85CX6982			0.000	0.000	0.000				
ROW184|700	9102256910	8	YZ01	6481	SCLADMIN	31.03.2026	13:00:29			00:00:00	1	1	1	1	01			4		E53507					X	31.03.2026	13:00:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	41	KM									X					0	13800	0	0	X	3V2DFZPl7{6Bcc}7yBz0hG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		AP39UJ3428			0.000	0.000	0.000				
ROW185|700	9102256913	8	YZ01	4550	SCLADMIN	31.03.2026	13:00:29			00:00:00	1	1	1	1	01			4		E16807					X	31.03.2026	13:00:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	45	KM									X					0	14800	0	0	X	Y}BlgXPD7{6Bcc}237K8Ym		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP22AH6176			0.000	0.000	0.000				
ROW186|700	9102256915	8	YZ01	5002	SCLADMIN	31.03.2026	13:00:30			00:00:00	1	1	1	1	01			4		E10713					X	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	7	KM									X					0	1600	0	0	X	Y}BlgXPD7{6Bcc}L82r8cG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR01W9975			0.000	0.000	0.000				
ROW187|700	9102256921	8	YZ01	5290	SCLADMIN	31.03.2026	13:00:29			00:00:00	1	1	1	1	01			4		S47134					X	31.03.2026	13:00:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	3	KM									X					0	700	0	0	X	nqCtqNQw7{6Bcc}FmeT7Bm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25AW1353			0.000	0.000	0.000				
ROW188|700	9102256922	8	YZ01	4503	SCLADMIN	31.03.2026	13:00:30			00:00:00	1	1	1	1	01			4		E15604					X	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	22	KM									X					0	5200	0	0	X	nqCtqNQw7{6Bcc}O}{Q7DG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		KA28AA8904			0.000	0.000	0.000				
ROW189|700	9102256923	8	YZ01	4619	SCLADMIN	31.03.2026	13:00:31			00:00:00	1	1	1	1	01			4		E17814					X	31.03.2026	13:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	30	KM									X					0	11200	0	0	X	nqCtqNQw7{6Bcc}hKXh7G0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP11BY9467			0.000	0.000	0.000				
ROW190|700	9102256931	8	YZ01	8047	SCLADMIN	31.03.2026	13:00:30			00:00:00	1	1	1	1	01			4		E42143					X	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	50	KM									X					0	20000	0	0	X	3V2DFZPl7{6Bcc}7yKj0hm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		JH01BU2049			0.000	0.000	0.000				
ROW191|700	9102256932	8	YZ01	8089	SCLADMIN	31.03.2026	13:00:30			00:00:00	1	1	1	1	01			4		E23260					X	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	3V2DFZPl7{6Bcc}R3Vm0lm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		TS07UF5447			0.000	0.000	0.000				
ROW192|700	9102256933	8	YZ01	5286	SCLADMIN	31.03.2026	13:00:30			00:00:00	1	1	1	1	01			4		E18758					X	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	95	KM									X					0	34800	0	0	X	3V2DFZPl7{6Bcc}R3EG0kW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP80FZ2408			0.000	0.000	0.000				
ROW193|700	9102256934	8	YZ01	8068	SCLADMIN	31.03.2026	13:00:31			00:00:00	1	1	1	1	01			4		E47076					X	31.03.2026	13:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	82	KM									X					0	31600	0	0	X	3V2DFZPl7{6Bcc}R3Oa0lG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB65C1476			0.000	0.000	0.000				
ROW194|700	9102256941	8	YZ01	8068	SCLADMIN	31.03.2026	13:00:30			00:00:00	1	1	1	1	01			4		E47076					X	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	82	KM									X					0	31600	0	0	X	2vgI6G5N7z6Bcc}HgGd1}W		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB48F3528			0.000	0.000	0.000				
ROW195|700	9102256943	8	YZ01	6842	SCLADMIN	31.03.2026	13:00:30			00:00:00	1	1	1	1	01			4		E35390					X	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	40000	0	0	X	2vgI6G5N7z6Bcc}6}IiXym		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		DL01LAB2202			0.000	0.000	0.000				
ROW196|700	9102256944	8	YZ01	8047	SCLADMIN	31.03.2026	13:00:31			00:00:00	1	1	1	1	01			4		E42143					X	31.03.2026	13:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	50	KM									X					0	20000	0	0	X	2vgI6G5N7z6Bcc}amL723m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		JH01CX7512			0.000	0.000	0.000				
ROW197|700	9102256945	8	YZ01	8016	SCLADMIN	31.03.2026	13:00:31			00:00:00	1	1	1	1	01			4		E40905					X	31.03.2026	13:00:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	13:00:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	105	KM									X					0	40000	0	0	X	2vgI6G5N7z6Bcc}amEF23W		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UK06CB6540			0.000	0.000	0.000				
ROW198|700	9102636561	8	YZ01	5412	SCLADMIN	17.08.2026	10:59:54			00:00:00	1	1	1	1	01			4		P96546					X	17.08.2026	10:59:54			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	17.08.2026	10:59:54			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000730			KG	CDM	491	KM						A			X					0	193800	0	0	X	kQ6UYyTe7{6clvMa3dpBs0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		RJ01GC6185	9696530223	YASH	0.000	0.000	0.000				
ROW199|700	9102636562	8	YZ01	5412	SCLADMIN	18.08.2026	11:44:17			00:00:00	1	1	1	1	01			4		P95962					X	18.08.2026	11:44:17			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	18.08.2026	11:44:17			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000730			KG	CDM	424	KM						A			X					0	165700	0	0	X	kQ6UYyTe7{6csO5K077vuG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		RJ01GD4175	9696530223	YASH	0.000	0.000	0.000				
